Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
7 Series,2017,Asia,White,Hybrid,Automatic,3.1,50813,67082,"3,888.00",Low,,,,
M5,2010,Europe,Blue,Hybrid,Manual,4.5,187735,83665,"8,317.00",High,,,,
X5,2018,North America,Black,Electric,Manual,3,125309,103634,174,Low,,,,
X1,2023,Asia,Red,Diesel,Manual,3.5,185391,115208,"7,569.00",High,,,,
X3,2016,Middle East,Black,Diesel,Manual,2.2,116923,35052,"5,201.00",Low,,,,
3 Series,2024,North America,Silver,Hybrid,Manual,3.3,65532,74417,"7,948.00",High,,,,
X3,2021,Asia,Blue,Petrol,Automatic,2.3,121134,75823,"7,561.00",High,,,,
5 Series,2011,Europe,Red,Electric,Manual,2.3,153737,68550,"5,033.00",Low,,,,
7 Series,2020,South America,Black,Petrol,Manual,2.5,158253,57796,"1,779.00",Low,,,,
i3,2021,South America,Grey,Electric,Manual,1.7,32232,83627,"3,441.00",Low,,,,
X5,2015,Middle East,Blue,Diesel,Automatic,2.1,160073,89610,"8,621.00",High,,,,
X1,2017,Europe,White,Petrol,Manual,3,179719,96961,"6,762.00",Low,,,,
X1,2020,Middle East,Grey,Diesel,Automatic,2,6481,82323,"6,118.00",Low,,,,
X3,2014,North America,Black,Petrol,Automatic,2,121521,116637,"6,321.00",Low,,,,
i8,2015,Middle East,Black,Electric,Automatic,4.9,147019,34581,"8,289.00",High,,,,
M3,2021,Europe,Blue,Petrol,Automatic,3,90993,106594,"8,707.00",High,,,,
3 Series,2019,Africa,Black,Electric,Automatic,2.9,197872,71883,"2,536.00",Low,,,,
i8,2017,North America,Grey,Petrol,Automatic,2.4,15370,46088,"7,559.00",High,,,,
3 Series,2022,Middle East,Grey,Electric,Manual,3.3,142509,92034,"7,562.00",High,,,,
i3,2015,Africa,Black,Hybrid,Automatic,3.6,89728,118720,"3,848.00",Low,,,,
5 Series,2021,Middle East,Silver,Diesel,Automatic,3,97294,90384,"7,162.00",High,,,,
i3,2018,South America,Grey,Hybrid,Automatic,2.9,137755,71344,"3,964.00",Low,,,,
i3,2024,North America,Silver,Petrol,Automatic,4,180414,81226,"5,199.00",Low,,,,
i8,2021,North America,Grey,Petrol,Automatic,4.8,151283,44394,"4,107.00",Low,,,,
i8,2018,North America,Red,Petrol,Manual,4.6,131045,114425,"4,704.00",Low,,,,
i8,2018,Asia,Grey,Electric,Manual,1.9,39993,35941,"5,613.00",Low,,,,
X6,2015,Africa,Red,Electric,Automatic,3.8,19116,106489,"3,588.00",Low,,,,
i3,2021,Middle East,Grey,Petrol,Manual,1.5,16296,53391,"8,576.00",High,,,,
7 Series,2024,North America,Blue,Petrol,Automatic,3.7,83749,114917,411,Low,,,,
X1,2021,North America,Grey,Hybrid,Manual,3.1,71148,103684,"2,764.00",Low,,,,
X6,2018,North America,White,Diesel,Automatic,3.2,119034,33601,"2,507.00",Low,,,,
i3,2012,Middle East,White,Diesel,Manual,3.6,105429,86580,"9,347.00",High,,,,
M3,2014,South America,Blue,Electric,Automatic,4.1,54707,103645,"4,695.00",Low,,,,
M5,2011,Asia,Silver,Hybrid,Manual,4.1,184365,79621,"7,434.00",High,,,,
5 Series,2021,Europe,Blue,Hybrid,Automatic,1.7,12596,83325,"3,485.00",Low,,,,
i8,2022,Middle East,Blue,Petrol,Automatic,4.1,27011,70815,253,Low,,,,
i8,2022,Africa,Grey,Diesel,Automatic,4.4,155265,52943,"7,277.00",High,,,,
X3,2017,South America,White,Diesel,Manual,1.7,32062,73204,"8,125.00",High,,,,
X3,2020,Middle East,Silver,Diesel,Manual,2.6,128444,49827,"1,853.00",Low,,,,
X5,2022,North America,Red,Diesel,Manual,4.3,48032,114443,"1,137.00",Low,,,,
5 Series,2013,Middle East,White,Hybrid,Manual,3.2,96717,69323,"7,121.00",High,,,,
5 Series,2015,North America,Blue,Petrol,Automatic,3.9,19064,52236,"9,166.00",High,,,,
7 Series,2015,South America,Black,Electric,Automatic,3.3,18383,103953,"6,362.00",Low,,,,
i8,2014,South America,Silver,Diesel,Automatic,4.9,56121,63589,"9,773.00",High,,,,
M5,2021,Europe,Grey,Hybrid,Manual,4.8,131419,48087,"7,120.00",High,,,,
X3,2021,Africa,Grey,Electric,Automatic,2.5,179949,36351,"3,498.00",Low,,,,
7 Series,2010,Asia,Silver,Electric,Automatic,2.9,88266,62468,"2,897.00",Low,,,,
3 Series,2020,Middle East,Blue,Electric,Manual,3,176274,54154,"8,624.00",High,,,,
X6,2016,Middle East,Black,Petrol,Manual,1.9,57948,53403,"6,847.00",Low,,,,
5 Series,2019,Europe,Silver,Diesel,Automatic,2.9,184695,94641,"8,109.00",High,,,,
X1,2024,South America,White,Diesel,Automatic,4.2,6187,45509,"2,189.00",Low,,,,
X3,2017,North America,Blue,Petrol,Manual,4.5,145637,63169,"8,104.00",High,,,,
X5,2010,Asia,Black,Hybrid,Automatic,4.6,116486,114700,"8,390.00",High,,,,
i3,2019,Europe,Red,Electric,Automatic,1.6,156958,110215,"9,704.00",High,,,,
M5,2016,Asia,Silver,Petrol,Automatic,4.3,199490,32439,"8,442.00",High,,,,
i8,2013,Middle East,Blue,Electric,Manual,3.3,170119,111378,"6,743.00",Low,,,,
i8,2015,Middle East,Red,Petrol,Automatic,2.2,76596,30866,"1,583.00",Low,,,,
X3,2018,Middle East,Black,Hybrid,Automatic,3.2,167694,58074,781,Low,,,,
M5,2024,North America,Silver,Petrol,Automatic,4.5,188423,31251,"5,858.00",Low,,,,
7 Series,2014,South America,Grey,Hybrid,Automatic,3,83191,85422,"1,540.00",Low,,,,
i8,2017,Africa,Grey,Electric,Manual,5,50896,96341,"1,869.00",Low,,,,
3 Series,2014,Africa,White,Petrol,Manual,3.7,66289,109433,"6,419.00",Low,,,,
X1,2011,Asia,Grey,Diesel,Manual,3.2,188639,30950,"7,813.00",High,,,,
X3,2013,Africa,Black,Petrol,Automatic,2.5,63867,56289,"6,536.00",Low,,,,
5 Series,2023,North America,Silver,Petrol,Automatic,1.5,126038,68576,"9,172.00",High,,,,
X6,2011,Europe,Blue,Petrol,Automatic,3.6,48064,42521,"9,201.00",High,,,,
7 Series,2016,South America,Red,Petrol,Automatic,3.5,139773,94291,"1,236.00",Low,,,,
M5,2016,Africa,Blue,Diesel,Manual,3.3,12845,119117,"5,776.00",Low,,,,
i3,2023,South America,Red,Diesel,Automatic,3.4,27398,94206,"7,833.00",High,,,,
X5,2024,Asia,White,Hybrid,Automatic,4.5,125773,54975,"4,136.00",Low,,,,
i8,2012,North America,Red,Diesel,Manual,2.6,116233,48254,"5,882.00",Low,,,,
M3,2023,South America,Grey,Electric,Manual,3.4,193620,73717,"7,862.00",High,,,,
i3,2022,Middle East,Red,Diesel,Automatic,3.9,91745,56566,"8,740.00",High,,,,
7 Series,2016,Middle East,Blue,Petrol,Automatic,2.2,189602,116734,"3,684.00",Low,,,,
i3,2024,North America,Silver,Diesel,Automatic,4.7,22119,90695,"5,895.00",Low,,,,
M3,2010,Europe,Silver,Diesel,Manual,4.1,150575,60658,"5,161.00",Low,,,,
X5,2010,Middle East,White,Diesel,Manual,1.7,53694,40548,"4,542.00",Low,,,,
M3,2018,South America,Red,Hybrid,Manual,4.5,78524,38623,"9,424.00",High,,,,
M3,2015,Asia,Silver,Hybrid,Manual,4.8,68192,51886,"4,112.00",Low,,,,
X3,2022,South America,Silver,Diesel,Automatic,4.3,154315,75005,"1,000.00",Low,,,,
X3,2023,Asia,Red,Diesel,Automatic,3,69004,49732,"5,922.00",Low,,,,
i3,2021,Middle East,Grey,Diesel,Automatic,5,104030,52583,"1,175.00",Low,,,,
i8,2014,South America,Red,Petrol,Automatic,1.9,195892,59679,"5,183.00",Low,,,,
i8,2022,Middle East,White,Electric,Manual,3.4,102606,54362,"9,874.00",High,,,,
X6,2015,Middle East,Grey,Electric,Manual,2.1,109922,84059,"6,485.00",Low,,,,
X6,2015,North America,Grey,Petrol,Manual,3,100616,55506,"3,936.00",Low,,,,
i8,2010,North America,Silver,Diesel,Automatic,4.7,32837,115154,"8,909.00",High,,,,
M5,2014,Europe,Silver,Petrol,Automatic,4.3,20452,40843,"5,200.00",Low,,,,
X5,2018,Africa,Red,Petrol,Automatic,4.2,153794,75872,"1,723.00",Low,,,,
M5,2013,Middle East,Silver,Electric,Automatic,2.7,129523,62900,"2,670.00",Low,,,,
5 Series,2012,Middle East,Grey,Petrol,Automatic,4.8,110827,78175,"7,035.00",High,,,,
X1,2010,Europe,Silver,Hybrid,Manual,2.8,136551,68830,"1,978.00",Low,,,,
i3,2023,Africa,Red,Petrol,Automatic,1.6,17293,80001,"9,028.00",High,,,,
M5,2024,South America,Black,Petrol,Automatic,3.7,84720,111846,"5,238.00",Low,,,,
3 Series,2011,Africa,Black,Hybrid,Manual,2.8,92685,55800,"1,636.00",Low,,,,
X6,2012,South America,Grey,Diesel,Manual,2,123862,77173,"2,736.00",Low,,,,
i3,2013,South America,Black,Diesel,Automatic,4.8,155312,54134,"7,983.00",High,,,,
i3,2016,North America,Grey,Electric,Manual,3.7,153024,33438,"8,030.00",High,,,,
7 Series,2015,Europe,Red,Diesel,Automatic,4.8,9059,87600,"2,571.00",Low,,,,
i3,2020,North America,Black,Diesel,Automatic,3.5,51953,112558,"3,707.00",Low,,,,
X5,2017,Asia,Silver,Petrol,Automatic,1.7,3808,112197,"3,749.00",Low,,,,
i8,2023,Europe,Blue,Hybrid,Automatic,1.6,171735,78224,"9,506.00",High,,,,
X3,2018,Asia,Blue,Diesel,Automatic,4.7,77961,109856,"8,864.00",High,,,,
i3,2024,North America,Blue,Petrol,Manual,1.6,12838,85924,"2,149.00",Low,,,,
7 Series,2015,Asia,Grey,Hybrid,Automatic,3.7,126392,92782,"1,038.00",Low,,,,
X6,2016,Asia,Red,Diesel,Automatic,2.5,113169,57908,"7,510.00",High,,,,
5 Series,2013,Asia,Silver,Electric,Automatic,3.9,155001,44126,"4,524.00",Low,,,,
X1,2011,Europe,Red,Hybrid,Manual,2.5,181317,77194,"4,923.00",Low,,,,
3 Series,2018,Africa,Silver,Hybrid,Manual,1.6,16708,71265,"6,885.00",Low,,,,
3 Series,2018,Middle East,Blue,Electric,Automatic,4.1,127432,52967,"6,209.00",Low,,,,
i3,2024,Africa,White,Petrol,Manual,2.6,124098,104604,"8,791.00",High,,,,
M3,2013,Africa,Grey,Hybrid,Manual,3.4,20664,78127,"5,104.00",Low,,,,
i8,2021,Europe,Grey,Electric,Manual,4.2,86062,60163,"8,386.00",High,,,,
M5,2012,Asia,Grey,Electric,Manual,4,76975,110803,"2,992.00",Low,,,,
i3,2019,North America,Black,Hybrid,Manual,2.7,33724,78212,"5,649.00",Low,,,,
M3,2023,Europe,Blue,Petrol,Manual,4.1,86407,67902,"9,048.00",High,,,,
X6,2020,Middle East,Grey,Petrol,Automatic,4.7,6601,89089,"5,554.00",Low,,,,
X1,2015,Europe,Blue,Electric,Automatic,3.6,93034,82272,"1,840.00",Low,,,,
5 Series,2023,South America,White,Petrol,Manual,4,169752,76421,"2,973.00",Low,,,,
i8,2023,Asia,Red,Electric,Automatic,4.5,30065,117718,"5,272.00",Low,,,,
5 Series,2012,South America,Silver,Hybrid,Manual,4.5,83299,80191,"7,695.00",High,,,,
3 Series,2010,Europe,Grey,Hybrid,Manual,2.7,89410,63077,"8,806.00",High,,,,
M5,2013,Middle East,Silver,Petrol,Automatic,5,98293,69789,"7,873.00",High,,,,
X6,2010,Asia,Red,Electric,Manual,1.6,4583,52363,"7,077.00",High,,,,
M3,2011,North America,Silver,Diesel,Manual,5,134106,48589,"7,595.00",High,,,,
M3,2012,Middle East,Silver,Petrol,Manual,2.4,4438,92318,"1,502.00",Low,,,,
X5,2017,Middle East,Black,Hybrid,Automatic,3,136811,68729,"6,954.00",Low,,,,
M5,2019,North America,Red,Petrol,Automatic,4.6,156894,63858,"9,012.00",High,,,,
i3,2013,South America,Silver,Diesel,Manual,2.4,50785,58968,"9,361.00",High,,,,
M3,2013,Africa,Red,Petrol,Manual,2.3,129140,61598,"5,763.00",Low,,,,
i8,2022,Middle East,Silver,Diesel,Automatic,3.8,96067,81262,111,Low,,,,
X1,2019,South America,Silver,Electric,Automatic,4,18379,64204,"9,059.00",High,,,,
3 Series,2018,North America,Grey,Electric,Manual,1.5,6640,36004,"8,517.00",High,,,,
i8,2016,Asia,Silver,Electric,Manual,3.1,75642,68343,"9,271.00",High,,,,
X3,2011,Africa,Blue,Electric,Automatic,3.2,35118,59826,"8,494.00",High,,,,
M5,2012,Europe,Silver,Hybrid,Automatic,2.5,52708,93221,"7,899.00",High,,,,
i8,2013,North America,Grey,Electric,Automatic,3.4,628,90125,"6,759.00",Low,,,,
i8,2013,Asia,Grey,Hybrid,Automatic,2,196660,80697,"1,026.00",Low,,,,
X1,2019,Europe,Red,Hybrid,Automatic,2.6,83730,92151,"2,283.00",Low,,,,
M3,2017,North America,Black,Petrol,Manual,4,55228,57877,"6,990.00",Low,,,,
i3,2019,Africa,White,Diesel,Manual,4.6,6352,57126,"7,644.00",High,,,,
i3,2023,Africa,Red,Petrol,Manual,3.6,165401,46102,"5,590.00",Low,,,,
3 Series,2019,North America,Red,Hybrid,Automatic,1.8,197846,107202,"2,626.00",Low,,,,
X3,2015,North America,White,Petrol,Automatic,3.9,128553,105661,"3,428.00",Low,,,,
X3,2012,Asia,Grey,Electric,Manual,4.6,119429,34384,"6,021.00",Low,,,,
i8,2020,Europe,Silver,Electric,Manual,3.3,144634,93935,"1,974.00",Low,,,,
X3,2018,South America,Grey,Diesel,Manual,3.2,67283,41131,948,Low,,,,
X1,2019,South America,Red,Petrol,Automatic,5,125499,75422,"9,649.00",High,,,,
3 Series,2017,South America,Silver,Petrol,Automatic,3.7,159172,61835,"2,265.00",Low,,,,
7 Series,2018,Africa,Red,Electric,Manual,4.3,60380,54531,923,Low,,,,
M3,2024,Europe,Red,Electric,Automatic,3.8,69282,94551,"1,981.00",Low,,,,
7 Series,2014,Africa,Black,Hybrid,Automatic,2.3,4707,46363,"7,381.00",High,,,,
M3,2012,South America,White,Hybrid,Automatic,2.5,72482,74224,"5,981.00",Low,,,,
M3,2013,South America,Grey,Diesel,Automatic,3.8,178571,86281,"9,635.00",High,,,,
i3,2023,North America,Silver,Hybrid,Manual,3.1,61273,112975,"3,970.00",Low,,,,
M3,2022,Middle East,Blue,Electric,Manual,2.9,79484,31008,"1,000.00",Low,,,,
3 Series,2021,Europe,White,Electric,Manual,1.6,46574,34255,"7,556.00",High,,,,
X3,2014,Middle East,Blue,Hybrid,Automatic,4.6,11478,114499,"1,782.00",Low,,,,
X3,2018,Asia,Red,Diesel,Automatic,4.6,7084,52051,"2,163.00",Low,,,,
X1,2018,Asia,Silver,Hybrid,Automatic,3.1,100601,71437,"6,177.00",Low,,,,
7 Series,2023,North America,Blue,Diesel,Automatic,4,4341,116817,"5,893.00",Low,,,,
i8,2012,Africa,White,Hybrid,Manual,2.1,80263,70992,"3,252.00",Low,,,,
M5,2016,Africa,Grey,Hybrid,Manual,3.3,70938,53573,"2,401.00",Low,,,,
X6,2015,Africa,Black,Hybrid,Automatic,3,132379,115021,"4,360.00",Low,,,,
3 Series,2024,Europe,Blue,Hybrid,Manual,3.8,10631,82592,"5,241.00",Low,,,,
X6,2013,North America,Blue,Electric,Manual,3.1,62891,103006,"9,050.00",High,,,,
M5,2014,North America,Blue,Electric,Manual,3.2,40885,110135,"9,267.00",High,,,,
X1,2023,South America,Blue,Hybrid,Manual,2.5,86952,102776,"4,602.00",Low,,,,
i3,2024,Africa,Grey,Diesel,Automatic,1.7,127429,32988,"2,636.00",Low,,,,
M5,2019,South America,White,Petrol,Manual,4.7,189288,113064,"1,384.00",Low,,,,
X6,2011,North America,Grey,Electric,Manual,1.5,6040,101643,"2,044.00",Low,,,,
3 Series,2020,Africa,Blue,Diesel,Automatic,2.5,1863,47334,"1,697.00",Low,,,,
M3,2016,Africa,Silver,Petrol,Manual,3.1,139495,105072,"4,718.00",Low,,,,
3 Series,2023,Africa,Silver,Electric,Manual,2.6,110302,90214,"6,808.00",Low,,,,
7 Series,2013,North America,Blue,Electric,Automatic,3.4,199811,59321,"3,170.00",Low,,,,
i3,2011,North America,Red,Hybrid,Manual,3.1,10614,73217,"4,529.00",Low,,,,
i3,2020,North America,Silver,Hybrid,Automatic,2.4,176593,48732,"7,076.00",High,,,,
X3,2015,South America,Red,Diesel,Manual,1.8,153890,75558,"9,727.00",High,,,,
3 Series,2020,North America,Silver,Diesel,Automatic,2,20850,84646,"3,861.00",Low,,,,
7 Series,2021,Africa,Black,Diesel,Automatic,3.2,153972,119463,"2,819.00",Low,,,,
X5,2011,South America,Silver,Electric,Manual,4.5,115427,40483,"8,130.00",High,,,,
3 Series,2019,Middle East,Blue,Hybrid,Automatic,1.9,119248,113574,"2,163.00",Low,,,,
M5,2011,Africa,Blue,Hybrid,Automatic,3.9,20842,44159,"7,220.00",High,,,,
X5,2016,Asia,Silver,Petrol,Manual,4.3,138358,88727,"8,433.00",High,,,,
3 Series,2010,Africa,White,Diesel,Manual,2.5,67193,72824,906,Low,,,,
3 Series,2016,Africa,Blue,Hybrid,Automatic,3.8,72033,108684,"7,989.00",High,,,,
3 Series,2019,North America,Red,Petrol,Manual,3.9,8679,67199,"4,933.00",Low,,,,
X6,2014,Middle East,Grey,Hybrid,Manual,4,63379,59645,"7,313.00",High,,,,
X3,2010,North America,Grey,Hybrid,Manual,4.6,113583,32535,"7,730.00",High,,,,
X6,2015,Asia,White,Petrol,Automatic,2.9,122845,76373,"7,552.00",High,,,,
5 Series,2016,North America,Black,Petrol,Automatic,2.4,60489,112592,"8,648.00",High,,,,
i3,2010,Africa,Grey,Diesel,Automatic,3.4,107892,119965,"6,174.00",Low,,,,
X6,2018,Asia,Grey,Petrol,Manual,1.7,104675,56172,"6,202.00",Low,,,,
X6,2024,South America,Silver,Diesel,Manual,2.7,46259,75784,"3,583.00",Low,,,,
X3,2016,Africa,Grey,Diesel,Automatic,4.6,73509,51206,"8,295.00",High,,,,
M3,2010,South America,Blue,Petrol,Manual,3.4,34670,103568,"6,294.00",Low,,,,
M3,2012,North America,Blue,Diesel,Automatic,3,198447,68662,"9,165.00",High,,,,
3 Series,2014,South America,Red,Hybrid,Automatic,2.4,152364,89092,"9,173.00",High,,,,
M3,2013,North America,Blue,Diesel,Manual,2.4,39519,70458,297,Low,,,,
5 Series,2011,Asia,Red,Diesel,Automatic,2.3,43381,41978,"7,782.00",High,,,,
X3,2024,Asia,Blue,Diesel,Automatic,4.4,14673,97570,"3,131.00",Low,,,,
3 Series,2010,Middle East,White,Petrol,Automatic,4.9,50543,99612,"3,270.00",Low,,,,
7 Series,2013,Middle East,Red,Diesel,Automatic,3.4,196896,112315,690,Low,,,,
i3,2016,Europe,Blue,Diesel,Manual,1.8,30266,50165,361,Low,,,,
5 Series,2020,Asia,Blue,Diesel,Manual,4.1,178702,89238,336,Low,,,,
3 Series,2013,Europe,Blue,Hybrid,Manual,4.6,96491,36063,"3,217.00",Low,,,,
i8,2018,Asia,Grey,Diesel,Automatic,4.8,60843,78243,"4,973.00",Low,,,,
i8,2023,South America,Blue,Electric,Automatic,3.7,145465,68222,"3,658.00",Low,,,,
7 Series,2017,Asia,White,Hybrid,Manual,3.3,131863,61484,"2,081.00",Low,,,,
X6,2017,South America,White,Diesel,Manual,3.7,114846,82119,"5,249.00",Low,,,,
M3,2014,Africa,Blue,Petrol,Automatic,1.5,97018,47300,"1,838.00",Low,,,,
M3,2021,Asia,Silver,Hybrid,Manual,3.8,105120,71952,"1,970.00",Low,,,,
i8,2024,North America,Red,Electric,Manual,4,174695,70211,"9,398.00",High,,,,
5 Series,2010,North America,Silver,Electric,Manual,4,92145,77481,"9,756.00",High,,,,
M5,2024,South America,Blue,Electric,Automatic,3.5,111226,53045,"4,704.00",Low,,,,
5 Series,2018,Asia,Red,Electric,Automatic,4,24042,56567,"5,653.00",Low,,,,
X1,2011,North America,Red,Diesel,Manual,3.7,22755,56142,"4,440.00",Low,,,,
i8,2015,Europe,Black,Petrol,Automatic,1.9,188298,103030,"4,029.00",Low,,,,
M3,2019,Africa,Red,Diesel,Manual,4.6,183036,52107,"9,620.00",High,,,,
X1,2023,North America,Black,Petrol,Automatic,3.7,149242,118996,"7,896.00",High,,,,
X3,2014,Europe,Blue,Petrol,Automatic,4,198702,31313,"9,040.00",High,,,,
X3,2019,Europe,Silver,Electric,Automatic,2.7,9666,54945,"9,018.00",High,,,,
M3,2022,North America,Blue,Petrol,Manual,4.7,180231,84627,"9,840.00",High,,,,
3 Series,2024,Middle East,White,Electric,Automatic,3.3,40096,81159,"1,478.00",Low,,,,
X6,2017,Middle East,Blue,Diesel,Automatic,3.9,137554,98427,"5,826.00",Low,,,,
X6,2020,North America,Black,Petrol,Automatic,4.8,188200,117611,"3,097.00",Low,,,,
M5,2012,North America,White,Hybrid,Automatic,4.7,53228,49742,"4,668.00",Low,,,,
i8,2015,South America,Silver,Hybrid,Manual,3.8,105223,79301,132,Low,,,,
X6,2015,North America,Silver,Diesel,Automatic,2.1,169595,67276,"2,560.00",Low,,,,
i3,2019,South America,Black,Hybrid,Automatic,4.8,45498,35266,"7,775.00",High,,,,
X5,2012,South America,White,Electric,Manual,4.9,16008,61225,"8,030.00",High,,,,
5 Series,2021,South America,Grey,Hybrid,Automatic,1.9,49509,70823,725,Low,,,,
i3,2021,Europe,Black,Petrol,Automatic,3.1,135010,64991,868,Low,,,,
X3,2024,Africa,Silver,Petrol,Automatic,3.4,159238,64083,"9,724.00",High,,,,
5 Series,2021,Europe,Red,Electric,Automatic,1.8,88325,61858,"9,010.00",High,,,,
X5,2016,Europe,Red,Electric,Automatic,2.2,78328,65203,912,Low,,,,
i3,2020,South America,Red,Electric,Automatic,3.4,28988,78782,"8,491.00",High,,,,
M3,2013,Africa,Blue,Hybrid,Automatic,4.9,22770,40942,"3,977.00",Low,,,,
7 Series,2014,Asia,Silver,Hybrid,Automatic,1.6,151567,118965,"3,949.00",Low,,,,
X5,2018,Africa,White,Diesel,Manual,4.7,83657,113668,"7,333.00",High,,,,
M3,2015,Europe,Blue,Electric,Automatic,4.6,114595,94448,"8,738.00",High,,,,
5 Series,2019,Middle East,Silver,Electric,Automatic,4.5,180749,36269,"7,473.00",High,,,,
3 Series,2024,South America,White,Petrol,Automatic,2.8,85112,66943,650,Low,,,,
7 Series,2022,Africa,Blue,Electric,Manual,3.2,65926,103979,"3,189.00",Low,,,,
X6,2013,Middle East,Grey,Petrol,Automatic,2.9,20289,95244,"6,243.00",Low,,,,
M3,2017,South America,Black,Diesel,Automatic,4.8,125214,88777,"5,710.00",Low,,,,
7 Series,2018,Africa,Grey,Diesel,Automatic,3.3,52764,55597,"6,064.00",Low,,,,
i3,2019,North America,Blue,Diesel,Automatic,1.8,110416,98223,"8,295.00",High,,,,
i3,2014,South America,Silver,Hybrid,Manual,2.5,9457,35215,"7,379.00",High,,,,
X5,2011,Africa,Black,Electric,Manual,3.1,72270,55664,"3,523.00",Low,,,,
M3,2024,North America,Black,Hybrid,Manual,4.8,197019,93568,"3,092.00",Low,,,,
7 Series,2024,Europe,Blue,Petrol,Manual,3.5,175931,33331,"9,696.00",High,,,,
M3,2015,Middle East,Red,Diesel,Automatic,3.9,104957,59795,"6,779.00",Low,,,,
X3,2020,Middle East,Grey,Electric,Manual,1.8,189677,45315,"1,873.00",Low,,,,
X5,2024,Middle East,Red,Diesel,Manual,4.6,104116,66838,"4,181.00",Low,,,,
M3,2021,Asia,Silver,Petrol,Automatic,3.4,128077,109564,"4,924.00",Low,,,,
X1,2017,Africa,Black,Petrol,Automatic,4.7,99304,97564,"2,689.00",Low,,,,
i3,2022,Africa,Grey,Petrol,Automatic,3.1,72720,56233,"9,700.00",High,,,,
M3,2014,Asia,Red,Diesel,Manual,3.9,158537,91747,"3,312.00",Low,,,,
3 Series,2010,North America,Silver,Electric,Automatic,3.1,133488,79074,"4,023.00",Low,,,,
M5,2017,North America,Blue,Hybrid,Manual,2,140605,51434,"4,034.00",Low,,,,
7 Series,2018,North America,Blue,Petrol,Automatic,2.5,56641,98756,"3,310.00",Low,,,,
7 Series,2010,North America,Blue,Hybrid,Automatic,1.7,154317,100845,"3,341.00",Low,,,,
7 Series,2017,South America,Grey,Hybrid,Manual,3,89364,63295,"6,410.00",Low,,,,
M3,2019,South America,Red,Petrol,Automatic,3.8,118626,30037,"9,786.00",High,,,,
M3,2021,Middle East,Blue,Diesel,Automatic,2.4,111963,88781,"2,888.00",Low,,,,
M5,2011,South America,Black,Electric,Manual,3.2,141555,85449,"7,985.00",High,,,,
X6,2013,Middle East,Silver,Hybrid,Manual,3.1,172478,43793,"5,041.00",Low,,,,
i3,2022,Europe,Blue,Hybrid,Manual,3.4,106019,68995,"2,833.00",Low,,,,
i3,2024,Africa,Blue,Electric,Automatic,2.1,92840,59718,"4,109.00",Low,,,,
M3,2024,North America,White,Electric,Automatic,3.4,172204,90392,"1,049.00",Low,,,,
7 Series,2011,Africa,Grey,Diesel,Manual,2.8,61182,80015,"7,577.00",High,,,,
i8,2011,Africa,Red,Electric,Automatic,2.5,147283,61133,"7,810.00",High,,,,
i8,2019,Middle East,Black,Diesel,Automatic,3.6,646,89033,"4,026.00",Low,,,,
X1,2012,North America,Black,Petrol,Automatic,2,111509,36871,"2,881.00",Low,,,,
i3,2023,North America,Grey,Electric,Automatic,4.7,9435,63788,104,Low,,,,
3 Series,2017,North America,Red,Hybrid,Manual,4.8,30099,48411,"4,144.00",Low,,,,
i8,2013,South America,Black,Diesel,Automatic,3.8,21535,79218,"4,993.00",Low,,,,
X3,2016,North America,Silver,Hybrid,Automatic,2.6,133522,39192,"2,529.00",Low,,,,
5 Series,2021,Europe,Black,Diesel,Manual,3.7,86811,50382,836,Low,,,,
i8,2019,North America,White,Diesel,Automatic,3.6,93400,102441,"5,427.00",Low,,,,
